fra;jour;P_f;P_h;P;T_f;T_h;T;cl_age90;pop
FR;2021-03-16;2646;2339;4997;34578;26616;61336;29;7476787.18780411
FR;2021-03-16;2714;2167;4897;37178;27321;64648;39;8295371.93193955
FR;2021-03-16;2413;2247;4677;33125;25590;58830;49;8592886.15993015
FR;2021-03-16;2073;1922;4002;29791;23172;53054;59;8792674.76801071
FR;2021-03-16;1494;1272;2786;21275;18526;39963;69;8004082.76030424
FR;2021-03-16;783;714;1502;13697;12419;26152;79;5695639.13079729
FR;2021-03-16;517;315;832;9847;6224;16088;89;3245280.60813097
FR;2021-03-16;263;98;361;6152;1885;8046;90;912580.606272853
FR;2021-03-16;16109;14442;30758;244109;201962;448929;0;67114995
FR;2021-03-17;844;974;1875;11956;12825;25341;09;7763205.6862729
FR;2021-03-17;2333;2395;4821;30348;30953;61991;19;8336486.16053724
FR;2021-03-17;2662;2430;5102;35750;28650;64557;29;7476787.18780411
FR;2021-03-17;2664;2264;4946;35183;28238;63535;39;8295371.93193955
FR;2021-03-17;2535;2104;4652;31259;25878;57245;49;8592886.15993015
FR;2021-03-17;2047;1870;3927;28145;23168;51408;59;8792674.76801071
FR;2021-03-17;1362;1234;2612;19182;17706;37036;69;8004082.76030424
FR;2021-03-17;734;621;1362;11577;10777;22378;79;5695639.13079729
FR;2021-03-17;477;344;823;8522;5369;13904;89;3245280.60813097
FR;2021-03-17;214;94;308;5373;1757;7133;90;912580.606272853
FR;2021-03-17;15878;14335;30439;217341;185370;404630;0;67114995
FR;2021-03-18;1045;1108;2211;24837;25364;52014;09;7763205.6862729
FR;2021-03-18;2447;2405;4950;41283;42337;84782;19;8336486.16053724
FR;2021-03-18;2618;2373;5003;40848;32547;73561;29;7476787.18780411
FR;2021-03-18;2782;2214;5008;40714;31476;72323;39;8295371.93193955
FR;2021-03-18;2490;2133;4639;35024;28395;63555;49;8592886.15993015
FR;2021-03-18;2046;1872;3933;31230;25035;56357;59;8792674.76801071
FR;2021-03-18;1479;1337;2833;19896;17878;37928;69;8004082.76030424
FR;2021-03-18;800;660;1463;10894;9974;20892;79;5695639.13079729
FR;2021-03-18;506;305;814;8776;5048;13837;89;3245280.60813097
FR;2021-03-18;248;93;341;6097;1852;7953;90;912580.606272853
FR;2021-03-18;16466;14505;31205;259659;219973;483342;0;67114995
FR;2021-03-19;1270;1222;2555;28430;29484;59224;09;7763205.6862729
FR;2021-03-19;2575;2792;5484;46316;45630;93331;19;8336486.16053724
FR;2021-03-19;2576;2378;4970;44181;34933;79359;29;7476787.18780411
FR;2021-03-19;2967;2280;5261;45312;35760;81230;39;8295371.93193955
FR;2021-03-19;2681;2277;4972;39463;32635;72233;49;8592886.15993015
FR;2021-03-19;2225;2001;4244;34388;28840;63365;59;8792674.76801071
FR;2021-03-19;1564;1401;2986;24329;22096;46607;69;8004082.76030424
FR;2021-03-19;816;727;1547;14394;13730;28164;79;5695639.13079729
FR;2021-03-19;501;326;829;8945;5958;14914;89;3245280.60813097
FR;2021-03-19;245;93;341;4859;1698;6565;90;912580.606272853
FR;2021-03-19;17422;15502;33200;290676;250835;545137;0;67114995
FR;2021-03-20;660;692;1389;9084;9573;19076;09;7763205.6862729
FR;2021-03-20;1683;1651;3398;21418;20096;42072;19;8336486.16053724
FR;2021-03-20;1591;1424;3022;24165;19293;43559;29;7476787.18780411
FR;2021-03-20;1814;1488;3309;24813;20261;45149;39;8295371.93193955
FR;2021-03-20;1747;1590;3341;21782;19017;40860;49;8592886.15993015
FR;2021-03-20;1468;1365;2836;18984;17230;36258;59;8792674.76801071
FR;2021-03-20;943;861;1820;13955;13079;27188;69;8004082.76030424
FR;2021-03-20;493;462;957;8535;8381;16923;79;5695639.13079729
FR;2021-03-20;295;177;472;5077;3610;8691;89;3245280.60813097
FR;2021-03-20;135;48;183;2096;898;2998;90;912580.606272853
FR;2021-03-20;10830;9761;20732;149944;131476;282851;0;67114995
FR;2021-03-21;136;173;313;2064;2173;4276;09;7763205.6862729
FR;2021-03-21;323;331;658;3507;3372;6929;19;8336486.16053724
FR;2021-03-21;415;332;747;5280;3882;9194;29;7476787.18780411
FR;2021-03-21;489;414;907;5463;4430;9927;39;8295371.93193955
FR;2021-03-21;408;397;807;4195;4036;8250;49;8592886.15993015
FR;2021-03-21;308;291;601;3416;3609;7033;59;8792674.76801071
FR;2021-03-21;205;209;416;2436;2762;5209;69;8004082.76030424
FR;2021-03-21;124;142;266;1823;2017;3841;79;5695639.13079729
FR;2021-03-21;121;82;203;1971;1432;3404;89;3245280.60813097
FR;2021-03-21;70;19;89;1179;449;1628;90;912580.606272853
FR;2021-03-21;2599;2391;5008;31350;28186;59732;0;67114995
FR;2021-03-22;1467;1487;3022;27597;28501;57320;09;7763205.6862729
FR;2021-03-22;3443;3650;7220;43398;44121;88914;19;8336486.16053724
FR;2021-03-22;3656;3078;6748;43089;34292;77583;29;7476787.18780411
FR;2021-03-22;4190;3434;7644;49038;37167;86369;39;8295371.93193955
FR;2021-03-22;4153;3563;7731;43826;35304;79273;49;8592886.15993015
FR;2021-03-22;3371;3028;6418;38722;31517;70351;59;8792674.76801071
FR;2021-03-22;2211;2058;4299;28791;25895;54910;69;8004082.76030424
FR;2021-03-22;1170;1080;2253;18527;17256;35817;79;5695639.13079729
FR;2021-03-22;673;452;1128;12613;8298;20934;89;3245280.60813097
FR;2021-03-22;333;126;461;7420;2492;9919;90;912580.606272853
FR;2021-03-22;24670;21967;46939;313115;264910;581562;0;67114995
FR;2021-03-23;1172;1307;2548;29675;30967;62407;09;7763205.6862729
FR;2021-03-23;3060;3152;6314;44933;45758;91844;19;8336486.16053724
FR;2021-03-23;3009;2673;5706;39670;30741;70623;29;7476787.18780411
FR;2021-03-23;3376;2681;6081;45013;32815;78002;39;8295371.93193955
FR;2021-03-23;3218;2768;6005;39314;30356;69821;49;8592886.15993015
FR;2021-03-23;2678;2304;4998;34817;26870;61810;59;8792674.76801071
FR;2021-03-23;1679;1593;3304;24178;21388;45806;69;8004082.76030424
FR;2021-03-23;921;852;1774;14792;13634;28453;79;5695639.13079729
FR;2021-03-23;604;340;947;10843;6728;17588;89;3245280.60813097
FR;2021-03-23;289;107;396;6949;2189;9145;90;912580.606272853
FR;2021-03-23;20011;17784;38088;290247;241500;535627;0;67114995
FR;2021-03-24;1139;1256;2453;17757;18786;37189;09;7763205.6862729
FR;2021-03-24;3065;3138;6323;38493;39249;78728;19;8336486.16053724
FR;2021-03-24;3063;2715;5796;40072;31994;72236;29;7476787.18780411
FR;2021-03-24;3277;2651;5939;42416;32931;75505;39;8295371.93193955
FR;2021-03-24;3081;2604;5703;37897;30128;68156;49;8592886.15993015
FR;2021-03-24;2510;2255;4777;33132;26426;59649;59;8792674.76801071
FR;2021-03-24;1638;1469;3137;22550;20308;43105;69;8004082.76030424
FR;2021-03-24;895;781;1679;13018;11936;24978;79;5695639.13079729
FR;2021-03-24;602;355;958;9584;5812;15408;89;3245280.60813097
FR;2021-03-24;257;101;358;6042;2006;8054;90;912580.606272853
FR;2021-03-24;19533;17332;37136;261019;219628;483128;0;67114995
FR;2021-03-25;1296;1343;2703;31370;33180;66029;09;7763205.6862729
FR;2021-03-25;3087;3316;6506;50862;52109;104078;19;8336486.16053724
FR;2021-03-25;3059;2813;5895;46058;36191;82512;29;7476787.18780411
FR;2021-03-25;3371;2723;6110;49009;37036;86228;39;8295371.93193955
FR;2021-03-25;3212;2713;5938;42076;33490;75740;49;8592886.15993015
FR;2021-03-25;2550;2327;4888;36278;28478;64856;59;8792674.76801071
FR;2021-03-25;1757;1527;3320;23401;20644;44268;69;8004082.76030424
FR;2021-03-25;842;766;1611;12687;11483;24199;79;5695639.13079729
FR;2021-03-25;559;315;875;9241;5374;14625;89;3245280.60813097
FR;2021-03-25;263;104;367;6065;1896;7966;90;912580.606272853
FR;2021-03-25;20005;17951;38227;307116;259970;570672;0;67114995
FR;2021-03-26;1453;1511;3046;33170;35169;69775;09;7763205.6862729
FR;2021-03-26;3479;3641;7255;57521;57545;116592;19;8336486.16053724
FR;2021-03-26;3037;2672;5722;49756;39275;89287;29;7476787.18780411
FR;2021-03-26;3514;2705;6237;53625;40581;94423;39;8295371.93193955
FR;2021-03-26;3247;2837;6105;46619;37943;84770;49;8592886.15993015
FR;2021-03-26;2582;2393;4997;39322;32896;72361;59;8792674.76801071
FR;2021-03-26;1835;1629;3489;27977;24839;53128;69;8004082.76030424
FR;2021-03-26;929;804;1737;15954;14767;30760;79;5695639.13079729
FR;2021-03-26;583;376;961;9962;6519;16499;89;3245280.60813097
FR;2021-03-26;268;101;369;5377;1866;7245;90;912580.606272853
FR;2021-03-26;20935;18671;39932;339390;291503;635140;0;67114995
FR;2021-03-27;804;838;1673;12593;13126;26219;09;7763205.6862729
FR;2021-03-27;2093;2102;4273;27932;26654;55330;19;8336486.16053724
FR;2021-03-27;1989;1809;3804;28797;23014;51970;29;7476787.18780411
FR;2021-03-27;2180;1859;4047;30888;24757;55782;39;8295371.93193955
FR;2021-03-27;2175;1888;4069;27878;23808;51807;49;8592886.15993015
FR;2021-03-27;1707;1613;3323;22992;21059;44120;59;8792674.76801071
FR;2021-03-27;1126;950;2099;16249;14891;31367;69;8004082.76030424
FR;2021-03-27;586;479;1068;9476;8874;18369;79;5695639.13079729
FR;2021-03-27;321;237;558;5321;3916;9245;89;3245280.60813097
FR;2021-03-27;142;67;209;2204;963;3169;90;912580.606272853
FR;2021-03-27;13127;11843;25130;184357;161103;347455;0;67114995
FR;2021-03-28;165;188;359;2363;2574;4981;09;7763205.6862729
FR;2021-03-28;343;351;700;3846;3773;7695;19;8336486.16053724
FR;2021-03-28;413;306;728;5338;3978;9371;29;7476787.18780411
FR;2021-03-28;463;379;844;5605;4680;10332;39;8295371.93193955
FR;2021-03-28;434;423;864;4640;4519;9186;49;8592886.15993015
FR;2021-03-28;286;309;598;3527;3815;7373;59;8792674.76801071
FR;2021-03-28;230;179;410;2589;2919;5524;69;8004082.76030424
FR;2021-03-28;153;132;285;1850;2074;3926;79;5695639.13079729
FR;2021-03-28;141;105;246;1979;1448;3428;89;3245280.60813097
FR;2021-03-28;54;28;82;1055;461;1516;90;912580.606272853
FR;2021-03-28;2684;2403;5122;32802;30255;63358;0;67114995
FR;2021-03-29;1618;1748;3450;35713;37500;74495;09;7763205.6862729
FR;2021-03-29;4224;4419;8821;56959;59414;117998;19;8336486.16053724
FR;2021-03-29;3969;3662;7660;48697;38917;87876;29;7476787.18780411
FR;2021-03-29;4463;3820;8308;56449;43221;99897;39;8295371.93193955
FR;2021-03-29;4661;4026;8722;51132;41587;92928;49;8592886.15993015
FR;2021-03-29;3768;3482;7269;44222;37071;81460;59;8792674.76801071
FR;2021-03-29;2419;2189;4664;32119;29020;61664;69;8004082.76030424
FR;2021-03-29;1321;1136;2461;19837;18319;38203;79;5695639.13079729
FR;2021-03-29;765;482;1250;13416;8714;22152;89;3245280.60813097
FR;2021-03-29;361;145;506;7990;2549;10544;90;912580.606272853
FR;2021-03-29;27574;25122;53130;366624;316417;687426;0;67114995
FR;2021-03-30;1521;1514;3125;38465;40825;81276;09;7763205.6862729
FR;2021-03-30;3640;3950;7731;61196;62594;125589;19;8336486.16053724
FR;2021-03-30;3423;3126;6573;47645;37818;85721;29;7476787.18780411
FR;2021-03-30;3740;3013;6779;53694;39758;93722;39;8295371.93193955
FR;2021-03-30;3584;3188;6788;47541;37814;85575;49;8592886.15993015
FR;2021-03-30;2872;2665;5556;40253;32993;73421;59;8792674.76801071
FR;2021-03-30;1956;1676;3656;27669;24646;52573;69;8004082.76030424
FR;2021-03-30;1014;887;1909;15986;14493;30516;79;5695639.13079729
FR;2021-03-30;618;400;1019;11321;6886;18221;89;3245280.60813097
FR;2021-03-30;271;136;407;6954;2259;9215;90;912580.606272853
FR;2021-03-30;22642;20561;43554;350807;300177;656016;0;67114995
FR;2021-03-31;1221;1259;2540;22155;23070;46266;09;7763205.6862729
FR;2021-03-31;3447;3561;7133;51539;53180;106307;19;8336486.16053724
FR;2021-03-31;3183;2990;6197;46314;37521;84114;29;7476787.18780411
FR;2021-03-31;3373;2742;6127;49164;38379;87784;39;8295371.93193955
FR;2021-03-31;3320;2934;6284;44432;36195;80821;49;8592886.15993015
FR;2021-03-31;2720;2487;5219;38213;31825;70184;59;8792674.76801071
FR;2021-03-31;1666;1437;3110;23786;21080;44933;69;8004082.76030424
FR;2021-03-31;925;789;1716;13673;12360;26065;79;5695639.13079729
FR;2021-03-31;577;346;925;9648;5942;15610;89;3245280.60813097
FR;2021-03-31;258;96;354;6173;2014;8188;90;912580.606272853
FR;2021-03-31;20700;18652;39629;305156;261613;570396;0;67114995
FR;2021-04-01;1207;1238;2511;35369;37055;73843;09;7763205.6862729
FR;2021-04-01;3123;3194;6420;60238;62075;123732;19;8336486.16053724
FR;2021-04-01;3256;3064;6343;54275;44215;98734;29;7476787.18780411
FR;2021-04-01;3520;2866;6400;56630;44842;101681;39;8295371.93193955
FR;2021-04-01;3274;2909;6201;48963;40085;89220;49;8592886.15993015
FR;2021-04-01;2676;2481;5170;41089;33791;75010;59;8792674.76801071
FR;2021-04-01;1737;1516;3262;25313;21816;47203;69;8004082.76030424
FR;2021-04-01;942;844;1790;13456;12012;25505;79;5695639.13079729
FR;2021-04-01;597;360;960;10005;5731;15753;89;3245280.60813097
FR;2021-04-01;312;123;435;7183;2060;9251;90;912580.606272853
FR;2021-04-01;20651;18602;39506;352599;303746;660087;0;67114995
FR;2021-04-02;1163;1189;2413;34248;35498;71290;09;7763205.6862729
FR;2021-04-02;3080;3149;6343;60161;60492;122461;19;8336486.16053724
FR;2021-04-02;3136;2978;6137;55737;45342;101424;29;7476787.18780411
FR;2021-04-02;3328;2750;6103;58659;46533;105496;39;8295371.93193955
FR;2021-04-02;3292;2920;6231;51338;42544;94139;49;8592886.15993015
FR;2021-04-02;2624;2392;5032;40703;33998;74884;59;8792674.76801071
FR;2021-04-02;1751;1491;3253;26582;22630;49327;69;8004082.76030424
FR;2021-04-02;961;804;1768;14783;13237;28060;79;5695639.13079729
FR;2021-04-02;639;377;1018;9630;5986;15630;89;3245280.60813097
FR;2021-04-02;264;116;380;5675;1832;7511;90;912580.606272853
FR;2021-04-02;20241;18178;38693;357614;308184;670440;0;67114995
FR;2021-04-03;637;630;1304;14282;15222;30274;09;7763205.6862729
FR;2021-04-03;1884;1861;3830;31772;30881;63624;19;8336486.16053724
FR;2021-04-03;2029;1779;3819;35677;28674;64676;29;7476787.18780411
FR;2021-04-03;2116;1782;3912;37179;29906;67384;39;8295371.93193955
FR;2021-04-03;2155;1857;4024;33530;28902;62670;49;8592886.15993015
FR;2021-04-03;1779;1662;3452;26585;23329;50056;59;8792674.76801071
FR;2021-04-03;1075;1009;2090;17595;15942;33610;69;8004082.76030424
FR;2021-04-03;546;519;1066;10366;10058;20451;79;5695639.13079729
FR;2021-04-03;362;225;589;5733;4169;9910;89;3245280.60813097
FR;2021-04-03;158;64;222;2435;1013;3449;90;912580.606272853
FR;2021-04-03;12748;11393;24320;215212;188153;406226;0;67114995
FR;2021-04-04;143;120;268;2056;2272;4371;09;7763205.6862729
FR;2021-04-04;294;269;569;3729;3645;7444;19;8336486.16053724
FR;2021-04-04;417;359;780;6126;4693;10886;29;7476787.18780411
FR;2021-04-04;443;416;864;6352;5263;11670;39;8295371.93193955
FR;2021-04-04;395;381;777;4759;4582;9365;49;8592886.15993015
FR;2021-04-04;325;333;660;3705;3761;7480;59;8792674.76801071
FR;2021-04-04;209;201;410;2690;2854;5551;69;8004082.76030424
FR;2021-04-04;148;150;298;1991;2234;4226;79;5695639.13079729
FR;2021-04-04;112;102;215;2018;1524;3544;89;3245280.60813097
FR;2021-04-04;55;35;90;1075;490;1566;90;912580.606272853
FR;2021-04-04;2541;2366;4932;34513;31330;66133;0;67114995
FR;2021-04-05;173;174;352;3008;3249;6317;09;7763205.6862729
FR;2021-04-05;470;504;990;5449;5418;10967;19;8336486.16053724
FR;2021-04-05;798;697;1503;9644;8041;17758;29;7476787.18780411
FR;2021-04-05;837;738;1581;9417;8266;17723;39;8295371.93193955
FR;2021-04-05;742;714;1459;7487;7556;15078;49;8592886.15993015
FR;2021-04-05;590;551;1144;6304;6721;13044;59;8792674.76801071
FR;2021-04-05;340;342;682;4149;4556;8717;69;8004082.76030424
FR;2021-04-05;195;216;412;3004;3223;6235;79;5695639.13079729
FR;2021-04-05;192;143;335;2805;2064;4871;89;3245280.60813097
FR;2021-04-05;101;39;140;1560;623;2185;90;912580.606272853
FR;2021-04-05;4442;4118;8602;52842;49725;102929;0;67114995
FR;2021-04-06;1180;1240;2508;16834;18029;35622;09;7763205.6862729
FR;2021-04-06;3554;3515;7206;38768;38425;78176;19;8336486.16053724
FR;2021-04-06;4501;4216;8762;52274;43146;95771;29;7476787.18780411
FR;2021-04-06;4800;4018;8862;55013;44742;100082;39;8295371.93193955
FR;2021-04-06;4983;4331;9349;51216;42907;94390;49;8592886.15993015
FR;2021-04-06;4247;3788;8060;46473;39633;86304;59;8792674.76801071
FR;2021-04-06;2621;2217;4850;32771;29379;62274;69;8004082.76030424
FR;2021-04-06;1308;1137;2449;20975;19532;40575;79;5695639.13079729
FR;2021-04-06;768;482;1253;15176;9260;24463;89;3245280.60813097
FR;2021-04-06;377;146;523;9666;2968;12639;90;912580.606272853
FR;2021-04-06;28344;25105;53843;339233;288081;630442;0;67114995
FR;2021-04-07;843;948;1857;12776;13598;26948;09;7763205.6862729
FR;2021-04-07;2713;2708;5535;30161;29857;60813;19;8336486.16053724
FR;2021-04-07;3464;3064;6555;42696;34992;77928;29;7476787.18780411
FR;2021-04-07;3597;2905;6524;43559;35213;78991;39;8295371.93193955
FR;2021-04-07;3434;3005;6463;38651;32487;71346;49;8592886.15993015
FR;2021-04-07;2874;2667;5567;34958;28797;63890;59;8792674.76801071
FR;2021-04-07;1780;1583;3374;23293;20437;43823;69;8004082.76030424
FR;2021-04-07;962;824;1793;14120;12681;26849;79;5695639.13079729
FR;2021-04-07;639;365;1006;11065;6369;17454;89;3245280.60813097
FR;2021-04-07;297;121;419;7619;2248;9875;90;912580.606272853
FR;2021-04-07;20612;18198;39110;258944;216721;478017;0;67114995
FR;2021-04-08;916;910;1880;13283;13907;27761;09;7763205.6862729
FR;2021-04-08;2649;2632;5376;28706;28743;58173;19;8336486.16053724
FR;2021-04-08;3278;3055;6354;43439;36255;79944;29;7476787.18780411
FR;2021-04-08;3337;2730;6085;43299;35380;78917;39;8295371.93193955
FR;2021-04-08;3304;2755;6074;38964;32470;71591;49;8592886.15993015
FR;2021-04-08;2605;2401;5025;34269;27952;62352;59;8792674.76801071
FR;2021-04-08;1703;1458;3167;21926;18873;40890;69;8004082.76030424
FR;2021-04-08;927;802;1730;12691;11087;23804;79;5695639.13079729
FR;2021-04-08;582;340;923;10480;5849;16340;89;3245280.60813097
FR;2021-04-08;271;106;379;7480;2129;9617;90;912580.606272853
FR;2021-04-08;19581;17192;37007;254588;212686;469491;0;67114995
FR;2021-04-09;1004;1039;2108;15491;15966;32138;09;7763205.6862729
FR;2021-04-09;2905;2748;5758;32804;31245;64896;19;8336486.16053724
FR;2021-04-09;3284;3000;6325;45449;38545;84346;29;7476787.18780411
FR;2021-04-09;3218;2780;6020;45205;37778;83249;39;8295371.93193955
FR;2021-04-09;3298;2782;6097;41423;35940;77560;49;8592886.15993015
FR;2021-04-09;2702;2429;5152;36162;30945;67234;59;8792674.76801071
FR;2021-04-09;1844;1555;3409;25319;22200;47614;69;8004082.76030424
FR;2021-04-09;990;844;1841;14977;13655;28691;79;5695639.13079729
FR;2021-04-09;575;333;909;9838;6317;16176;89;3245280.60813097
FR;2021-04-09;240;91;332;5806;1886;7696;90;912580.606272853
FR;2021-04-09;20067;17609;37967;272536;234517;509716;0;67114995
FR;2021-04-10;558;532;1127;7123;7634;15094;09;7763205.6862729
FR;2021-04-10;1806;1741;3636;18996;17240;36791;19;8336486.16053724
FR;2021-04-10;2055;1960;4035;27325;22952;50566;29;7476787.18780411
FR;2021-04-10;2004;1853;3872;26557;23117;49868;39;8295371.93193955
FR;2021-04-10;2093;1892;3998;23499;21910;45557;49;8592886.15993015
FR;2021-04-10;1739;1663;3414;20658;19683;40448;59;8792674.76801071
FR;2021-04-10;1146;982;2130;14581;13446;28080;69;8004082.76030424
FR;2021-04-10;603;512;1116;8908;8435;17368;79;5695639.13079729
FR;2021-04-10;325;224;549;5342;3777;9122;89;3245280.60813097
FR;2021-04-10;125;52;177;2269;907;3177;90;912580.606272853
FR;2021-04-10;12457;11415;24061;155298;139122;296143;0;67114995
FR;2021-04-11;118;131;251;1440;1655;3130;09;7763205.6862729
FR;2021-04-11;291;292;590;2781;2564;5396;19;8336486.16053724
FR;2021-04-11;432;407;844;5581;4454;10115;29;7476787.18780411
FR;2021-04-11;482;396;884;5462;4670;10184;39;8295371.93193955
FR;2021-04-11;391;396;791;4081;4178;8288;49;8592886.15993015
FR;2021-04-11;301;330;633;3633;3929;7580;59;8792674.76801071
FR;2021-04-11;194;205;399;2541;2830;5375;69;8004082.76030424
FR;2021-04-11;144;149;293;1959;2187;4146;79;5695639.13079729
FR;2021-04-11;126;101;227;2014;1507;3525;89;3245280.60813097
FR;2021-04-11;63;31;94;1132;501;1634;90;912580.606272853
FR;2021-04-11;2543;2438;5008;30633;28481;59391;0;67114995
FR;2021-04-12;930;1054;2050;9268;9855;19533;09;7763205.6862729
FR;2021-04-12;3065;3001;6167;24359;23233;48175;19;8336486.16053724
FR;2021-04-12;3905;3748;7684;41445;35446;77172;29;7476787.18780411
FR;2021-04-12;4119;3524;7679;41917;35614;77801;39;8295371.93193955
FR;2021-04-12;4033;3617;7667;38351;33710;72259;49;8592886.15993015
FR;2021-04-12;3526;3369;6929;37084;32598;69864;59;8792674.76801071
FR;2021-04-12;2303;1957;4276;27163;24700;51978;69;8004082.76030424
FR;2021-04-12;1223;1062;2290;17683;16251;33990;79;5695639.13079729
FR;2021-04-12;647;459;1109;11932;7844;19803;89;3245280.60813097
FR;2021-04-12;300;118;418;7095;2168;9266;90;912580.606272853
FR;2021-04-12;24063;21916;46289;256361;221478;479982;0;67114995
FR;2021-04-13;751;738;1540;7162;7409;14847;09;7763205.6862729
FR;2021-04-13;2319;2288;4689;19268;18722;38489;19;8336486.16053724
FR;2021-04-13;2976;2689;5690;35515;29411;65197;29;7476787.18780411
FR;2021-04-13;2983;2625;5627;34627;28782;63619;39;8295371.93193955
FR;2021-04-13;2923;2593;5538;31805;26994;58963;49;8592886.15993015
FR;2021-04-13;2532;2428;4975;30701;25549;56388;59;8792674.76801071
FR;2021-04-13;1710;1410;3129;21696;18992;40762;69;8004082.76030424
FR;2021-04-13;956;796;1754;13670;12494;26203;79;5695639.13079729
FR;2021-04-13;617;364;982;11049;6485;17577;89;3245280.60813097
FR;2021-04-13;310;101;411;7128;2201;9359;90;912580.606272853
FR;2021-04-13;18079;16036;34343;212654;177071;391481;0;67114995
FR;2021-04-14;707;756;1494;6581;7084;13953;09;7763205.6862729
FR;2021-04-14;2154;2175;4385;19398;18610;38466;19;8336486.16053724
FR;2021-04-14;2812;2693;5528;34757;29664;64689;29;7476787.18780411
FR;2021-04-14;2756;2394;5183;32912;28057;61203;39;8295371.93193955
FR;2021-04-14;2698;2378;5095;30056;26549;56772;49;8592886.15993015
FR;2021-04-14;2375;2153;4549;28937;24605;53671;59;8792674.76801071
FR;2021-04-14;1499;1348;2856;19205;17199;36472;69;8004082.76030424
FR;2021-04-14;734;752;1492;11484;10534;22050;79;5695639.13079729
FR;2021-04-14;521;292;814;9373;5512;14895;89;3245280.60813097
FR;2021-04-14;231;102;334;6149;1933;8095;90;912580.606272853
FR;2021-04-14;16488;15045;31734;198889;169776;370342;0;67114995
FR;2021-04-15;755;747;1539;7184;7660;15159;09;7763205.6862729
FR;2021-04-15;2186;2188;4463;20451;20092;41077;19;8336486.16053724
FR;2021-04-15;2771;2646;5447;36862;31227;68393;29;7476787.18780411
FR;2021-04-15;2688;2386;5097;33858;29396;63495;39;8295371.93193955
FR;2021-04-15;2591;2335;4945;30653;26855;57692;49;8592886.15993015
FR;2021-04-15;2340;2122;4480;28823;24433;53420;59;8792674.76801071
FR;2021-04-15;1429;1323;2760;17910;15926;33935;69;8004082.76030424
FR;2021-04-15;767;693;1464;10148;9259;19442;79;5695639.13079729
FR;2021-04-15;521;307;829;9274;5100;14389;89;3245280.60813097
FR;2021-04-15;279;114;395;6965;1900;8872;90;912580.606272853
FR;2021-04-15;16333;14865;31432;202171;171883;375978;0;67114995
FR;2021-04-16;782;836;1660;7964;8385;16722;09;7763205.6862729
FR;2021-04-16;2328;2319;4724;24180;22583;47418;19;8336486.16053724
FR;2021-04-16;2747;2633;5408;40779;33999;75103;29;7476787.18780411
FR;2021-04-16;2839;2415;5284;36390;31925;68578;39;8295371.93193955
FR;2021-04-16;2685;2479;5188;33302;30073;63573;49;8592886.15993015
FR;2021-04-16;2386;2162;4564;30716;27119;57975;59;8792674.76801071
FR;2021-04-16;1486;1356;2848;20987;19190;40267;69;8004082.76030424
FR;2021-04-16;773;686;1467;12781;12007;24833;79;5695639.13079729
FR;2021-04-16;454;308;763;9310;5794;15119;89;3245280.60813097
FR;2021-04-16;263;89;352;5884;1948;7835;90;912580.606272853
FR;2021-04-16;16749;15290;32279;222342;193071;417543;0;67114995
FR;2021-04-17;454;522;1002;4587;5186;9972;09;7763205.6862729
FR;2021-04-17;1444;1358;2857;14978;13668;29047;19;8336486.16053724
FR;2021-04-17;1826;1627;3475;24571;20452;45289;29;7476787.18780411
FR;2021-04-17;1727;1672;3425;21124;19308;40647;39;8295371.93193955
FR;2021-04-17;1673;1664;3350;19123;18467;37739;49;8592886.15993015
FR;2021-04-17;1468;1533;3006;17683;17232;35013;59;8792674.76801071
FR;2021-04-17;910;848;1763;12237;11772;24075;69;8004082.76030424
FR;2021-04-17;457;411;869;7640;7493;15151;79;5695639.13079729
FR;2021-04-17;281;192;476;4762;3481;8252;89;3245280.60813097
FR;2021-04-17;116;59;175;2140;881;3021;90;912580.606272853
FR;2021-04-17;10357;9887;20400;128876;117957;248259;0;67114995
FR;2021-04-18;87;113;205;982;1172;2171;09;7763205.6862729
FR;2021-04-18;229;244;476;2234;2190;4475;19;8336486.16053724
FR;2021-04-18;460;423;891;4987;4224;9286;29;7476787.18780411
FR;2021-04-18;388;425;815;4421;4211;8695;39;8295371.93193955
FR;2021-04-18;399;338;748;3489;3806;7340;49;8592886.15993015
FR;2021-04-18;268;302;572;3136;3609;6768;59;8792674.76801071
FR;2021-04-18;187;186;375;2222;2733;4970;69;8004082.76030424
FR;2021-04-18;113;117;230;1788;1975;3769;79;5695639.13079729
FR;2021-04-18;107;90;197;1881;1413;3295;89;3245280.60813097
FR;2021-04-18;61;26;87;1072;453;1526;90;912580.606272853
FR;2021-04-18;2299;2264;4597;26219;25792;52311;0;67114995
FR;2021-04-19;906;972;1923;6789;7468;14571;09;7763205.6862729
FR;2021-04-19;2636;2574;5294;20900;20135;41584;19;8336486.16053724
FR;2021-04-19;3442;3498;6978;36345;31743;68385;29;7476787.18780411
FR;2021-04-19;3505;3284;6816;34382;31029;65643;39;8295371.93193955
FR;2021-04-19;3567;3305;6902;32789;29224;62202;49;8592886.15993015
FR;2021-04-19;3177;3057;6256;32638;29293;62094;59;8792674.76801071
FR;2021-04-19;2003;1765;3776;23522;22118;45732;69;8004082.76030424
FR;2021-04-19;1038;929;1970;15013;14253;29311;79;5695639.13079729
FR;2021-04-19;625;352;979;11798;7248;19066;89;3245280.60813097
FR;2021-04-19;326;133;459;7445;2399;9847;90;912580.606272853
FR;2021-04-19;21233;19873;41366;221668;194954;418542;0;67114995
